Year,Candidate_ID,Name,State,Category,Prelims_Score,Mains_Score,Interview_Score,Final_Score,AIR (All India Rank),Category_Rank,State_Rank,Selection_Status,Service_Allotted
2024,UPSC317384,Candidate_9581,West Bengal,OBC,97,895,207,1199,18819,1334,384,Yes,IAS
2020,UPSC524033,Candidate_7900,Delhi,SC,101,705,217,1023,11671,2095,364,Yes,IRS
2019,UPSC154406,Candidate_7489,West Bengal,ST,99,629,94,822,13611,4692,496,Yes,IRS
2018,UPSC396207,Candidate_5250,West Bengal,OBC,181,412,217,810,7869,1831,360,Yes,IRS
2022,UPSC220774,Candidate_6691,Karnataka,EWS,130,790,61,981,13946,3617,165,Yes,IPS
2023,UPSC356360,Candidate_8416,Tamil Nadu,General,170,897,162,1229,2528,1581,444,Yes,IAS
2022,UPSC774509,Candidate_7066,Maharashtra,ST,142,883,94,1119,9185,306,461,Yes,None
2024,UPSC300139,Candidate_3207,Delhi,ST,128,585,188,901,2649,115,402,Yes,None
2024,UPSC105403,Candidate_9026,Tamil Nadu,General,151,837,196,1184,646,505,363,Yes,IRS
2015,UPSC405796,Candidate_8307,Karnataka,SC,134,430,91,655,599,2681,95,No,None
2021,UPSC271706,Candidate_1908,West Bengal,ST,191,628,55,874,2359,680,384,Yes,IAS
2019,UPSC818548,Candidate_5776,Tamil Nadu,SC,52,308,105,465,182,1367,368,No,None
2019,UPSC870606,Candidate_9827,Maharashtra,ST,57,412,195,664,18390,4270,36,No,None
2022,UPSC834803,Candidate_3110,Tamil Nadu,OBC,153,539,229,921,12059,155,341,Yes,IRS
2015,UPSC941536,Candidate_7304,West Bengal,ST,138,623,139,900,5604,3992,449,Yes,None
2022,UPSC283380,Candidate_4426,Uttar Pradesh,SC,63,674,172,909,11733,1040,475,Yes,IAS
2015,UPSC545188,Candidate_1885,Maharashtra,SC,179,765,65,1009,7201,3745,12,Yes,IRS
2022,UPSC317741,Candidate_3221,Uttar Pradesh,ST,184,558,106,848,17763,4896,410,Yes,IAS
2015,UPSC591383,Candidate_3884,Delhi,OBC,181,374,137,692,11524,551,48,No,None
2019,UPSC970723,Candidate_4510,Karnataka,SC,62,516,55,633,12563,2384,481,No,None
2024,UPSC783650,Candidate_8050,Tamil Nadu,ST,73,867,92,1032,10105,357,243,Yes,IAS
2018,UPSC142523,Candidate_8760,Maharashtra,OBC,57,572,211,840,8506,544,222,Yes,IAS
2022,UPSC142929,Candidate_7258,Delhi,ST,102,365,244,711,16525,4651,367,Yes,None
2019,UPSC905130,Candidate_7216,West Bengal,SC,78,390,182,650,4571,2955,57,No,None
2017,UPSC545468,Candidate_3311,Delhi,ST,142,564,235,941,5930,1981,387,Yes,None
2016,UPSC746584,Candidate_3762,Tamil Nadu,SC,78,796,197,1071,12938,28,58,Yes,IFS
2023,UPSC778726,Candidate_9171,Karnataka,EWS,158,333,132,623,13346,4099,493,No,None
2019,UPSC747326,Candidate_5024,Uttar Pradesh,ST,116,546,141,803,15107,3341,92,Yes,IFS
2019,UPSC684184,Candidate_2557,Maharashtra,EWS,100,803,101,1004,4440,4447,252,Yes,IFS
2022,UPSC912620,Candidate_9532,Delhi,ST,71,615,180,866,1426,3613,30,Yes,IRS
2018,UPSC149566,Candidate_3353,Maharashtra,SC,58,867,50,975,16714,3454,462,Yes,None
2018,UPSC137423,Candidate_6374,Tamil Nadu,General,185,301,270,756,3511,515,237,Yes,IRS
2023,UPSC745398,Candidate_6164,Tamil Nadu,SC,68,313,256,637,7001,4309,434,No,None
2019,UPSC932591,Candidate_9286,Tamil Nadu,ST,140,671,210,1021,1457,2810,485,Yes,IRS
2024,UPSC161752,Candidate_4936,Karnataka,OBC,184,738,140,1062,11309,1206,102,Yes,IFS
2015,UPSC794153,Candidate_9228,Delhi,General,167,626,163,956,17899,2810,396,Yes,None
2021,UPSC802526,Candidate_1813,Delhi,SC,163,327,114,604,12137,4644,401,No,None
2023,UPSC276711,Candidate_9460,Karnataka,OBC,160,341,52,553,14148,2239,494,No,None
2020,UPSC881099,Candidate_3270,Tamil Nadu,ST,108,321,263,692,8379,1552,383,No,None
2024,UPSC898401,Candidate_6064,Delhi,OBC,135,379,99,613,19602,4548,43,No,None
2017,UPSC916726,Candidate_5540,Delhi,OBC,136,696,213,1045,19146,4298,348,Yes,None
2024,UPSC405667,Candidate_1043,Delhi,EWS,105,694,237,1036,3198,2338,411,Yes,None
2023,UPSC860958,Candidate_5426,Maharashtra,General,171,863,50,1084,8823,4343,463,Yes,IRS
2016,UPSC284590,Candidate_5784,Uttar Pradesh,ST,153,529,237,919,8668,4577,280,Yes,IPS
2023,UPSC577260,Candidate_8893,Karnataka,SC,91,421,257,769,15219,1754,49,Yes,IAS
2024,UPSC888185,Candidate_7257,Karnataka,General,200,575,189,964,11203,2448,249,Yes,IAS
2015,UPSC207921,Candidate_7158,West Bengal,EWS,168,542,171,881,18454,4106,288,Yes,None
2017,UPSC776773,Candidate_1134,Uttar Pradesh,OBC,121,586,258,965,1928,1544,405,Yes,IRS
2023,UPSC671635,Candidate_5376,Maharashtra,EWS,93,607,64,764,19608,3089,340,Yes,IRS
2023,UPSC352813,Candidate_9168,Uttar Pradesh,SC,82,368,185,635,16141,385,356,No,None
2020,UPSC400275,Candidate_1385,Maharashtra,EWS,80,635,222,937,6061,2409,500,Yes,IPS
2015,UPSC520248,Candidate_8248,Uttar Pradesh,SC,185,589,68,842,2148,2707,252,Yes,IAS
2015,UPSC959268,Candidate_3251,Delhi,EWS,141,881,200,1222,4739,4124,309,Yes,None
2016,UPSC811957,Candidate_4569,West Bengal,ST,175,613,60,848,1670,3830,40,Yes,IFS
2019,UPSC673439,Candidate_5991,Delhi,OBC,132,351,138,621,10724,4265,153,No,None
2021,UPSC649188,Candidate_6429,West Bengal,ST,141,798,223,1162,19348,3670,49,Yes,IPS
2022,UPSC709070,Candidate_4610,Tamil Nadu,OBC,51,862,67,980,18328,4351,320,Yes,IAS
2020,UPSC611546,Candidate_9116,Karnataka,ST,156,656,263,1075,8526,846,146,Yes,IRS
2017,UPSC715538,Candidate_2928,Karnataka,ST,143,833,183,1159,10220,4178,475,Yes,IFS
2021,UPSC434537,Candidate_6916,Tamil Nadu,ST,136,372,142,650,18269,639,342,No,None
2024,UPSC979552,Candidate_7052,Delhi,General,121,494,263,878,11768,4172,472,Yes,IRS
2018,UPSC265947,Candidate_4658,Delhi,EWS,129,567,91,787,12794,2992,204,Yes,IFS
2018,UPSC430759,Candidate_5939,West Bengal,ST,98,883,88,1069,18755,2151,484,Yes,IRS
2022,UPSC638696,Candidate_9024,Uttar Pradesh,OBC,123,311,127,561,6881,4512,4,No,None
2017,UPSC565180,Candidate_4171,Uttar Pradesh,General,116,328,167,611,12186,15,96,No,None
2021,UPSC883737,Candidate_4179,Karnataka,SC,107,814,87,1008,8254,2284,437,Yes,IAS
2018,UPSC716755,Candidate_2269,Uttar Pradesh,General,77,762,127,966,5066,1284,328,Yes,IAS
2017,UPSC938835,Candidate_7227,Tamil Nadu,OBC,77,857,169,1103,6162,3981,148,Yes,IFS
2022,UPSC519162,Candidate_5136,West Bengal,EWS,115,400,99,614,19849,2749,262,No,None
2015,UPSC528332,Candidate_8684,Tamil Nadu,ST,180,724,112,1016,3072,1677,345,Yes,IFS
2019,UPSC616834,Candidate_1331,Uttar Pradesh,ST,178,405,101,684,7507,1720,365,No,None
2017,UPSC966080,Candidate_6878,Karnataka,OBC,128,895,166,1189,18007,4537,395,Yes,IAS
2024,UPSC378690,Candidate_1442,Uttar Pradesh,EWS,192,702,194,1088,2814,3722,449,Yes,IFS
2018,UPSC922157,Candidate_9945,West Bengal,OBC,144,634,102,880,18060,2233,192,Yes,IAS
2017,UPSC577356,Candidate_2728,Uttar Pradesh,SC,200,607,198,1005,11272,503,363,Yes,IPS
2015,UPSC972099,Candidate_9643,Delhi,General,113,563,137,813,10594,4900,286,Yes,IAS
2024,UPSC869642,Candidate_6805,West Bengal,OBC,110,388,186,684,17832,2276,196,No,None
2019,UPSC684190,Candidate_6224,West Bengal,SC,137,889,134,1160,19467,3479,434,Yes,IAS
2022,UPSC705432,Candidate_5213,Karnataka,General,98,552,161,811,2882,931,259,Yes,IFS
2018,UPSC814357,Candidate_8601,Delhi,General,67,462,68,597,1424,3271,152,No,None
2020,UPSC324873,Candidate_2597,West Bengal,EWS,96,825,50,971,19884,739,132,Yes,IPS
2024,UPSC874007,Candidate_5881,Uttar Pradesh,OBC,134,854,262,1250,14609,3239,97,Yes,IPS
2019,UPSC397963,Candidate_7087,Karnataka,General,135,681,116,932,10228,4907,142,Yes,IRS
2022,UPSC824156,Candidate_5206,Delhi,EWS,61,776,96,933,9797,4705,142,Yes,IRS
2019,UPSC990827,Candidate_4149,Uttar Pradesh,ST,166,467,96,729,18998,2575,316,Yes,IRS
2022,UPSC668579,Candidate_7175,Maharashtra,OBC,177,521,244,942,8519,114,53,Yes,IAS
2018,UPSC270465,Candidate_6059,Tamil Nadu,EWS,120,824,241,1185,14742,1347,98,Yes,None
2015,UPSC638947,Candidate_3831,Maharashtra,General,128,853,172,1153,18464,2835,491,Yes,IFS
2023,UPSC729189,Candidate_5701,Delhi,OBC,119,595,78,792,11194,1089,415,Yes,IAS
2018,UPSC911288,Candidate_4458,Maharashtra,General,180,554,268,1002,9549,826,416,Yes,IAS
2021,UPSC339254,Candidate_9038,Delhi,ST,159,497,221,877,17051,3852,183,Yes,IRS
2020,UPSC348569,Candidate_4150,Maharashtra,EWS,61,662,194,917,17410,1533,23,Yes,IRS
2023,UPSC340964,Candidate_7924,Maharashtra,General,138,491,267,896,120,2834,175,Yes,IFS
2024,UPSC443212,Candidate_9260,Uttar Pradesh,EWS,158,557,180,895,14509,3270,93,Yes,IAS
2017,UPSC417520,Candidate_1352,Delhi,General,125,567,255,947,13018,686,47,Yes,IPS
2021,UPSC643446,Candidate_1603,Karnataka,ST,52,800,141,993,16298,1600,192,Yes,None
2019,UPSC981878,Candidate_6057,Tamil Nadu,ST,118,416,185,719,10100,3451,146,Yes,IFS
2019,UPSC975815,Candidate_7185,Uttar Pradesh,EWS,56,327,116,499,11584,1433,390,No,None
2019,UPSC988072,Candidate_9401,Delhi,ST,63,860,116,1039,6368,1037,102,Yes,None
2020,UPSC784387,Candidate_3208,Karnataka,ST,74,381,109,564,5613,1465,321,No,None
2019,UPSC535710,Candidate_3092,Karnataka,General,159,720,141,1020,17189,1074,447,Yes,IPS
2015,UPSC994145,Candidate_2995,Maharashtra,OBC,87,822,162,1071,13205,415,82,Yes,IAS
2015,UPSC987436,Candidate_4074,Tamil Nadu,ST,127,835,225,1187,15459,2790,127,Yes,IAS
2023,UPSC761662,Candidate_2497,West Bengal,General,104,689,162,955,8101,3884,221,Yes,IAS
2021,UPSC522736,Candidate_4552,West Bengal,OBC,104,847,107,1058,2444,4817,100,Yes,IAS
2022,UPSC958831,Candidate_8473,Delhi,EWS,169,757,265,1191,16351,1490,445,Yes,None
2017,UPSC267577,Candidate_3523,Delhi,SC,52,871,97,1020,3488,4208,110,Yes,None
2016,UPSC619012,Candidate_7082,Tamil Nadu,EWS,187,734,275,1196,19508,3312,471,Yes,IFS
2016,UPSC446918,Candidate_6896,Uttar Pradesh,OBC,135,605,262,1002,13563,3472,261,Yes,IPS
2017,UPSC279422,Candidate_8298,Karnataka,EWS,160,638,215,1013,19549,3011,497,Yes,None
2018,UPSC650562,Candidate_3080,Delhi,ST,151,724,160,1035,8454,1386,223,Yes,IRS
2022,UPSC675619,Candidate_3290,West Bengal,ST,87,558,132,777,9099,1722,292,Yes,IFS
2016,UPSC559410,Candidate_2515,West Bengal,General,199,694,160,1053,18596,2824,159,Yes,None
2024,UPSC997907,Candidate_9038,Delhi,General,200,895,60,1155,5550,1281,219,Yes,IFS
2023,UPSC980471,Candidate_6997,Karnataka,SC,159,303,170,632,16945,149,152,No,None
2017,UPSC474434,Candidate_9024,West Bengal,SC,180,816,232,1228,6750,4930,471,Yes,IAS
2018,UPSC594291,Candidate_6401,Tamil Nadu,ST,87,636,149,872,6302,2611,1,Yes,IAS
2017,UPSC545529,Candidate_4836,Uttar Pradesh,SC,118,315,169,602,16384,4706,368,No,None
2020,UPSC278777,Candidate_6696,Maharashtra,EWS,67,887,271,1225,15031,976,149,Yes,IRS
2018,UPSC417189,Candidate_4734,Karnataka,ST,124,361,230,715,5742,1331,214,Yes,IPS
2022,UPSC715919,Candidate_6826,West Bengal,ST,166,845,55,1066,17359,1567,409,Yes,None
2020,UPSC526155,Candidate_3586,Uttar Pradesh,EWS,147,379,234,760,14775,4717,11,Yes,IPS
2022,UPSC461038,Candidate_1238,West Bengal,ST,137,438,131,706,8088,4137,478,Yes,IRS
2016,UPSC796216,Candidate_9249,Tamil Nadu,SC,125,535,87,747,8244,630,67,Yes,IRS
2022,UPSC993286,Candidate_4171,West Bengal,General,104,714,245,1063,13051,1001,64,Yes,None
2016,UPSC504940,Candidate_2860,West Bengal,General,97,750,167,1014,19864,2330,315,Yes,IRS
2022,UPSC748769,Candidate_9465,West Bengal,SC,159,602,121,882,19373,4987,434,Yes,None
2024,UPSC350653,Candidate_3825,Karnataka,General,161,595,88,844,8527,2643,395,Yes,IRS
2017,UPSC435442,Candidate_5430,Uttar Pradesh,EWS,156,862,172,1190,429,3829,299,Yes,IPS
2021,UPSC495597,Candidate_9549,Maharashtra,OBC,173,825,201,1199,16257,843,196,Yes,IAS
2015,UPSC510668,Candidate_2214,Uttar Pradesh,SC,199,604,133,936,16355,3448,118,Yes,None
2015,UPSC125494,Candidate_9163,Delhi,OBC,99,450,134,683,9203,2004,425,No,None
2021,UPSC893058,Candidate_5722,Tamil Nadu,General,158,661,200,1019,3596,1748,360,Yes,IRS
2015,UPSC777290,Candidate_1921,West Bengal,SC,185,655,111,951,1885,2493,147,Yes,IPS
2016,UPSC868668,Candidate_4611,Delhi,ST,170,452,98,720,7390,2375,7,Yes,None
2018,UPSC582200,Candidate_8005,Karnataka,ST,129,728,139,996,16129,4981,117,Yes,IFS
2019,UPSC374732,Candidate_7817,Tamil Nadu,ST,134,743,166,1043,4670,2794,250,Yes,IPS
2018,UPSC272847,Candidate_4488,Uttar Pradesh,EWS,112,391,63,566,731,4049,382,No,None
2024,UPSC344886,Candidate_1528,Karnataka,OBC,106,423,174,703,6635,2704,486,Yes,IFS
2015,UPSC360700,Candidate_4816,Karnataka,ST,109,828,80,1017,14532,1965,320,Yes,IAS
2024,UPSC435376,Candidate_7547,Karnataka,ST,61,818,70,949,6860,4902,54,Yes,IRS
2017,UPSC488776,Candidate_6450,Uttar Pradesh,EWS,119,875,205,1199,16422,4571,238,Yes,IAS
2015,UPSC386242,Candidate_3790,Delhi,OBC,53,375,54,482,12207,1939,491,No,None
2022,UPSC886815,Candidate_3402,West Bengal,ST,176,567,128,871,4873,1497,61,Yes,IPS
2021,UPSC178456,Candidate_5595,Karnataka,OBC,83,539,82,704,16555,1948,359,Yes,None
2022,UPSC867204,Candidate_3598,Maharashtra,General,191,415,55,661,14135,692,231,No,None
2018,UPSC800275,Candidate_8114,Tamil Nadu,OBC,168,565,158,891,6321,1092,307,Yes,None
2019,UPSC110332,Candidate_6265,Maharashtra,OBC,108,326,117,551,13670,2645,391,No,None
2018,UPSC806912,Candidate_8008,Uttar Pradesh,SC,60,894,55,1009,16649,3092,315,Yes,IRS
2018,UPSC108445,Candidate_5113,Tamil Nadu,General,193,864,133,1190,13748,1392,353,Yes,IPS
2022,UPSC627902,Candidate_4417,Delhi,EWS,192,382,218,792,14357,4034,463,Yes,IPS
2016,UPSC464883,Candidate_8571,Uttar Pradesh,General,56,442,238,736,7380,4855,399,Yes,IRS
2019,UPSC902386,Candidate_3245,Delhi,ST,197,754,86,1037,10401,4003,489,Yes,IFS
2024,UPSC190638,Candidate_9784,West Bengal,OBC,148,572,206,926,17520,2458,255,Yes,IAS
2019,UPSC164757,Candidate_9739,Karnataka,ST,103,325,111,539,17339,287,187,No,None
2018,UPSC789978,Candidate_8080,Karnataka,General,184,748,63,995,4404,242,79,Yes,IAS
2019,UPSC485644,Candidate_8350,Karnataka,SC,140,464,100,704,17676,3962,118,Yes,IPS
2020,UPSC549025,Candidate_3598,Delhi,General,94,509,199,802,2731,4764,317,Yes,IRS
2016,UPSC375690,Candidate_3482,Tamil Nadu,ST,128,590,243,961,15028,1904,74,Yes,IRS
2017,UPSC296402,Candidate_9268,Maharashtra,ST,69,540,242,851,17517,1263,144,Yes,IRS
2024,UPSC416325,Candidate_4984,West Bengal,SC,173,813,62,1048,18018,4946,446,Yes,IAS
2023,UPSC575932,Candidate_7952,Maharashtra,EWS,173,887,141,1201,5952,4457,73,Yes,IRS
2020,UPSC543030,Candidate_3978,Maharashtra,EWS,163,892,223,1278,2465,4588,21,Yes,IRS
2018,UPSC142839,Candidate_2399,Uttar Pradesh,ST,162,875,59,1096,6665,2106,121,Yes,IPS
2016,UPSC984157,Candidate_8469,Uttar Pradesh,EWS,57,685,242,984,1564,3428,256,Yes,IPS
2015,UPSC480610,Candidate_3361,Uttar Pradesh,General,53,664,182,899,12676,3353,320,Yes,IPS
2024,UPSC508397,Candidate_6721,Maharashtra,ST,194,729,62,985,18009,4162,387,Yes,IRS
2019,UPSC524233,Candidate_8321,West Bengal,EWS,156,641,134,931,18658,2656,316,Yes,None
2024,UPSC613305,Candidate_7182,West Bengal,EWS,61,586,246,893,17074,4840,209,Yes,None
2016,UPSC817448,Candidate_8150,West Bengal,OBC,104,790,72,966,6293,1965,79,Yes,IFS
2018,UPSC610150,Candidate_9044,Delhi,SC,77,308,112,497,17092,1793,230,No,None
2022,UPSC432217,Candidate_5303,Delhi,ST,131,820,138,1089,3250,3995,414,Yes,IFS
2022,UPSC253407,Candidate_4637,Tamil Nadu,SC,192,608,58,858,10033,371,39,Yes,IAS
2020,UPSC389574,Candidate_8703,Uttar Pradesh,SC,77,657,75,809,7300,724,449,Yes,IAS
2022,UPSC468479,Candidate_8443,Tamil Nadu,General,54,495,264,813,14296,2530,271,Yes,IFS
2024,UPSC774839,Candidate_9111,Karnataka,ST,86,325,146,557,9355,4755,154,No,None
2019,UPSC925374,Candidate_6238,Uttar Pradesh,OBC,173,825,180,1178,3247,1357,335,Yes,IFS
2022,UPSC382759,Candidate_7470,Tamil Nadu,General,79,596,136,811,2404,2122,44,Yes,IAS
2019,UPSC555444,Candidate_9680,Delhi,EWS,90,456,136,682,5635,4035,420,No,None
2020,UPSC484387,Candidate_8576,West Bengal,OBC,157,441,95,693,4889,3035,137,No,None
2023,UPSC656653,Candidate_4111,Karnataka,General,114,858,183,1155,8600,1313,184,Yes,IFS
2017,UPSC495714,Candidate_6828,Karnataka,General,71,731,110,912,19476,1022,34,Yes,IAS
2017,UPSC523632,Candidate_2553,Uttar Pradesh,SC,184,652,179,1015,7227,2634,124,Yes,IFS
2021,UPSC740372,Candidate_5265,West Bengal,EWS,74,736,133,943,19379,3933,25,Yes,IPS
2022,UPSC830489,Candidate_1119,Maharashtra,General,110,482,174,766,18735,531,402,Yes,IAS
2019,UPSC789689,Candidate_3372,Maharashtra,SC,113,562,57,732,4948,868,381,Yes,IRS
2018,UPSC522589,Candidate_6188,Tamil Nadu,EWS,139,375,65,579,8394,1430,320,No,None
2015,UPSC283976,Candidate_3486,Uttar Pradesh,General,181,386,169,736,5723,4678,204,Yes,IFS
2016,UPSC281924,Candidate_7900,Karnataka,OBC,66,462,228,756,2321,889,249,Yes,None
2022,UPSC749996,Candidate_2929,Maharashtra,ST,158,786,209,1153,3669,1532,157,Yes,IRS
2018,UPSC654695,Candidate_2955,Uttar Pradesh,General,105,526,187,818,7926,2145,246,Yes,None
2017,UPSC947277,Candidate_1996,West Bengal,OBC,55,895,195,1145,13966,2566,441,Yes,None
2018,UPSC224715,Candidate_2870,Maharashtra,EWS,94,519,117,730,1149,2280,415,Yes,IRS
2022,UPSC568000,Candidate_3486,Tamil Nadu,OBC,151,690,111,952,7433,1129,363,Yes,IFS
2017,UPSC283669,Candidate_2505,Uttar Pradesh,General,113,681,179,973,14322,3995,452,Yes,None
2018,UPSC157724,Candidate_5309,Tamil Nadu,EWS,118,809,84,1011,13351,4319,352,Yes,IPS
2015,UPSC255409,Candidate_1972,Maharashtra,OBC,142,333,97,572,16254,42,313,No,None
2015,UPSC184943,Candidate_2135,Karnataka,OBC,158,494,62,714,15408,328,169,Yes,IFS
2019,UPSC522099,Candidate_8703,Karnataka,SC,153,452,231,836,18152,3203,500,Yes,IRS
2016,UPSC462034,Candidate_9104,Uttar Pradesh,SC,120,762,185,1067,17835,4998,112,Yes,IPS
2020,UPSC680253,Candidate_9673,Karnataka,General,167,453,97,717,11963,4210,336,Yes,IFS
2019,UPSC870493,Candidate_3911,Karnataka,OBC,195,675,266,1136,12295,137,74,Yes,IAS
2020,UPSC862482,Candidate_6528,Maharashtra,EWS,106,532,197,835,3090,1465,168,Yes,IRS
2015,UPSC739595,Candidate_7434,Karnataka,EWS,170,741,165,1076,4827,3208,441,Yes,IAS
2022,UPSC362440,Candidate_3828,Uttar Pradesh,SC,78,450,182,710,15169,3148,470,Yes,None
2022,UPSC559526,Candidate_7042,Uttar Pradesh,ST,155,849,71,1075,4108,3313,496,Yes,IPS
2019,UPSC217244,Candidate_9544,West Bengal,ST,112,360,147,619,14800,2908,60,No,None
2019,UPSC179918,Candidate_3162,Karnataka,EWS,64,623,223,910,17521,2996,408,Yes,IPS
2019,UPSC352132,Candidate_1990,Tamil Nadu,SC,136,474,259,869,1056,2632,340,Yes,None
2022,UPSC769190,Candidate_6107,Maharashtra,SC,186,362,233,781,17532,1830,412,Yes,IFS
2022,UPSC237766,Candidate_9168,Maharashtra,EWS,108,730,141,979,1438,2721,221,Yes,IRS
2023,UPSC987434,Candidate_9318,Uttar Pradesh,General,138,505,253,896,15940,626,432,Yes,None
2018,UPSC139582,Candidate_7542,Karnataka,SC,99,810,175,1084,1066,1717,489,Yes,IAS
2015,UPSC478571,Candidate_7890,Karnataka,General,75,660,256,991,9070,1507,158,Yes,IPS
2023,UPSC875301,Candidate_6636,Maharashtra,OBC,115,343,112,570,6763,1337,29,No,None
2016,UPSC132804,Candidate_7305,Karnataka,SC,55,590,193,838,8671,2914,447,Yes,None
2022,UPSC460458,Candidate_6645,West Bengal,ST,84,860,60,1004,10811,1224,473,Yes,IAS
2019,UPSC839496,Candidate_5249,West Bengal,OBC,153,868,179,1200,11831,4387,446,Yes,IRS
2018,UPSC678328,Candidate_9422,Delhi,OBC,165,424,201,790,8160,570,368,Yes,IPS
2022,UPSC716575,Candidate_9879,Tamil Nadu,ST,78,865,138,1081,12211,2077,231,Yes,IFS
2018,UPSC178655,Candidate_9602,Tamil Nadu,SC,124,518,207,849,4055,1361,290,Yes,IRS
2017,UPSC694048,Candidate_5313,Karnataka,EWS,102,742,266,1110,18706,3764,124,Yes,IRS
2021,UPSC406361,Candidate_4815,Uttar Pradesh,ST,199,604,223,1026,4657,580,387,Yes,IAS
2023,UPSC948705,Candidate_4705,West Bengal,ST,128,780,195,1103,16718,1602,362,Yes,IPS
2017,UPSC543314,Candidate_9049,West Bengal,SC,93,749,81,923,9411,3081,266,Yes,IAS
2016,UPSC875871,Candidate_9917,Delhi,SC,105,323,211,639,5815,2231,139,No,None
2017,UPSC810720,Candidate_4237,Maharashtra,ST,138,858,268,1264,18633,192,451,Yes,IAS
2020,UPSC546024,Candidate_5202,Maharashtra,SC,90,450,263,803,10918,4442,270,Yes,None
2021,UPSC564004,Candidate_4982,Delhi,OBC,183,364,273,820,12574,4129,73,Yes,IFS
2019,UPSC186951,Candidate_4470,Karnataka,ST,164,647,214,1025,15772,300,224,Yes,IRS
2022,UPSC877342,Candidate_5852,Maharashtra,EWS,54,450,96,600,9234,4504,297,No,None
2024,UPSC809290,Candidate_4464,Uttar Pradesh,General,58,743,207,1008,3265,4988,287,Yes,IAS
2018,UPSC256796,Candidate_8261,Delhi,OBC,98,343,72,513,19860,911,213,No,None
2018,UPSC335308,Candidate_1684,Tamil Nadu,ST,168,452,238,858,11495,2643,202,Yes,IRS
2019,UPSC823205,Candidate_4785,Tamil Nadu,General,184,885,183,1252,12564,1277,27,Yes,IRS
2017,UPSC215610,Candidate_1565,Maharashtra,EWS,80,399,76,555,1395,3816,321,No,None
2017,UPSC598725,Candidate_7218,Uttar Pradesh,OBC,129,782,218,1129,1620,4953,291,Yes,IFS
2018,UPSC578273,Candidate_5485,Delhi,SC,96,452,273,821,18732,4503,232,Yes,IAS
2017,UPSC578529,Candidate_2290,Karnataka,EWS,172,858,266,1296,1424,716,478,Yes,None
2015,UPSC100668,Candidate_6366,Tamil Nadu,ST,107,623,129,859,16589,1332,336,Yes,None
2018,UPSC362100,Candidate_5666,Karnataka,EWS,145,794,88,1027,5745,2477,264,Yes,IAS
2015,UPSC336778,Candidate_5567,Delhi,ST,89,407,267,763,6274,3446,293,Yes,IPS
2020,UPSC184629,Candidate_3550,Maharashtra,General,119,824,273,1216,2447,2056,53,Yes,IRS
2020,UPSC861019,Candidate_8700,West Bengal,ST,75,894,225,1194,16296,4378,297,Yes,None
2020,UPSC816476,Candidate_4284,Karnataka,ST,70,859,56,985,4584,4342,495,Yes,IRS
2021,UPSC489090,Candidate_7037,Karnataka,SC,198,786,227,1211,3764,4049,325,Yes,IFS
2022,UPSC396331,Candidate_5239,West Bengal,ST,61,385,185,631,12720,1319,419,No,None
2021,UPSC896668,Candidate_8582,Uttar Pradesh,ST,167,531,184,882,7326,700,357,Yes,IAS
2016,UPSC256342,Candidate_2865,Karnataka,OBC,99,695,269,1063,4428,1318,91,Yes,IFS
2015,UPSC721322,Candidate_4074,Maharashtra,OBC,137,322,140,599,6346,841,264,No,None
2017,UPSC563018,Candidate_3484,Maharashtra,ST,99,541,260,900,18468,318,302,Yes,IAS
2024,UPSC979710,Candidate_8710,West Bengal,OBC,197,718,91,1006,3659,2612,284,Yes,IPS
2021,UPSC285494,Candidate_1705,Tamil Nadu,OBC,130,541,243,914,13166,101,267,Yes,IRS
2016,UPSC324125,Candidate_4225,Uttar Pradesh,ST,50,867,146,1063,19096,1909,254,Yes,IRS
2016,UPSC801808,Candidate_7051,Maharashtra,SC,86,471,73,630,9376,4942,94,No,None
2018,UPSC424669,Candidate_8238,Delhi,SC,104,729,205,1038,19761,1916,246,Yes,IRS
2015,UPSC321493,Candidate_7374,West Bengal,SC,92,316,189,597,7908,4937,339,No,None
2022,UPSC928783,Candidate_4617,Uttar Pradesh,General,146,304,264,714,12075,2276,111,Yes,IRS
2023,UPSC372672,Candidate_2710,Tamil Nadu,OBC,158,668,218,1044,4216,2707,29,Yes,IPS
2016,UPSC750878,Candidate_4757,Karnataka,EWS,65,529,166,760,4196,1835,297,Yes,IFS
2021,UPSC969447,Candidate_6383,West Bengal,SC,85,543,246,874,3218,429,70,Yes,IFS
2016,UPSC668995,Candidate_3235,West Bengal,EWS,137,602,197,936,9624,3675,271,Yes,IRS
2016,UPSC477534,Candidate_7823,Maharashtra,General,191,592,102,885,14856,1407,145,Yes,IFS
2015,UPSC469204,Candidate_9786,West Bengal,General,75,854,80,1009,1420,243,6,Yes,IPS
2021,UPSC481506,Candidate_4772,Karnataka,EWS,91,892,154,1137,13899,35,155,Yes,IPS
